STATE/UT,Year,TYPE OF JAIL,"Number of Central Jails",Total Capacity of male Inmates,Total Capacity of female Inmates,Total Capacity of Inmates,Male Inmate population,Female Inmate population,Total Inmate population
DAMAN & DIU,2009,OTHERS,0,0,0,0,0,0,0
DAMAN & DIU,2009,TOTAL,2,80,40,120,39,1,40
DAMAN & DIU,2010,CENTRAL JAIL,0,0,0,0,0,0,0
DAMAN & DIU,2010,DISTRICT JAIL,0,0,0,0,0,0,0
DAMAN & DIU,2010,SUB JAIL,2,80,40,120,29,1,30
DAMAN & DIU,2010,WOMEN JAIL,0,0,0,0,0,0,0
DAMAN & DIU,2010,BORSTAL SCHOOL,0,0,0,0,0,0,0
DAMAN & DIU,2010,OPEN JAIL,0,0,0,0,0,0,0
DAMAN & DIU,2010,SPECIAL JAIL,0,0,0,0,0,0,0
DAMAN & DIU,2010,OTHERS,0,0,0,0,0,0,0
DAMAN & DIU,2010,TOTAL,2,80,40,120,29,1,30
DAMAN & DIU,2011,CENTRAL JAIL,0,0,0,0,0,0,0
DAMAN & DIU,2011,DISTRICT JAIL,0,0,0,0,0,0,0
DAMAN & DIU,2011,SUB JAIL,2,80,40,120,28,1,29
DAMAN & DIU,2011,WOMEN JAIL,0,0,0,0,0,0,0
DAMAN & DIU,2011,BORSTAL SCHOOL,0,0,0,0,0,0,0
DAMAN & DIU,2011,OPEN JAIL,0,0,0,0,0,0,0
DAMAN & DIU,2011,SPECIAL JAIL,0,0,0,0,0,0,0
DAMAN & DIU,2011,OTHERS,0,0,0,0,0,0,0
DAMAN & DIU,2011,TOTAL,2,80,40,120,28,1,29
DAMAN & DIU,2012,CENTRAL JAIL,0,0,0,0,0,0,0
DAMAN & DIU,2012,DISTRICT JAIL,0,0,0,0,0,0,0
DAMAN & DIU,2012,SUB JAIL,2,80,40,120,23,2,25
DAMAN & DIU,2012,WOMEN JAIL,0,0,0,0,0,0,0
DAMAN & DIU,2012,BORSTAL SCHOOL,0,0,0,0,0,0,0
DAMAN & DIU,2012,OPEN JAIL,0,0,0,0,0,0,0
DAMAN & DIU,2012,SPECIAL JAIL,0,0,0,0,0,0,0
DAMAN & DIU,2012,OTHERS,0,0,0,0,0,0,0
DAMAN & DIU,2012,TOTAL,2,80,40,120,23,2,25
DELHI,2001,CENTRAL JAIL,5,3237,0,3237,10519,0,10519
DELHI,2001,DISTRICT JAIL,0,0,0,0,0,0,0
DELHI,2001,SUB JAIL,0,0,0,0,0,0,0
DELHI,2001,WOMEN JAIL,1,0,400,400,0,504,504
DELHI,2001,BORSTAL SCHOOL,0,0,0,0,0,0,0
DELHI,2001,OPEN JAIL,0,0,0,0,0,0,0
DELHI,2001,SPECIAL JAIL,0,0,0,0,0,0,0
DELHI,2001,OTHERS,0,0,0,0,0,0,0
DELHI,2001,TOTAL,6,3237,400,3637,10519,504,11023
DELHI,2002,CENTRAL JAIL,5,3237,0,3237,11544,0,11544
DELHI,2002,DISTRICT JAIL,0,0,0,0,0,0,0
DELHI,2002,SUB JAIL,0,0,0,0,0,0,0
DELHI,2002,WOMEN JAIL,1,0,400,400,0,497,497
DELHI,2002,BORSTAL SCHOOL,0,0,0,0,0,0,0
DELHI,2002,OPEN JAIL,0,0,0,0,0,0,0
DELHI,2002,SPECIAL JAIL,0,0,0,0,0,0,0
DELHI,2002,OTHERS,0,0,0,0,0,0,0
DELHI,2002,TOTAL,6,3237,400,3637,11544,497,12041
DELHI,2003,CENTRAL JAIL,6,3587,0,3587,11622,0,11622
DELHI,2003,DISTRICT JAIL,0,0,0,0,0,0,0
DELHI,2003,SUB JAIL,0,0,0,0,0,0,0
DELHI,2003,WOMEN JAIL,1,0,400,400,0,550,550
DELHI,2003,BORSTAL SCHOOL,0,0,0,0,0,0,0
DELHI,2003,OPEN JAIL,0,0,0,0,0,0,0
DELHI,2003,SPECIAL JAIL,0,0,0,0,0,0,0
DELHI,2003,OTHERS,0,0,0,0,0,0,0
DELHI,2003,TOTAL,7,3587,400,3987,11622,550,12172
DELHI,2004,CENTRAL JAIL,6,3600,0,3600,11477,0,11477
DELHI,2004,DISTRICT JAIL,1,1050,0,1050,602,0,602
DELHI,2004,SUB JAIL,0,0,0,0,0,0,0
DELHI,2004,WOMEN JAIL,1,0,400,400,0,531,531
DELHI,2004,BORSTAL SCHOOL,0,0,0,0,0,0,0
DELHI,2004,OPEN JAIL,0,0,0,0,0,0,0
DELHI,2004,SPECIAL JAIL,0,0,0,0,0,0,0
DELHI,2004,OTHERS,0,0,0,0,0,0,0
DELHI,2004,TOTAL,8,4650,400,5050,12079,531,12610
DELHI,2005,CENTRAL JAIL,8,4800,0,4800,10839,0,10839
DELHI,2005,DISTRICT JAIL,1,1050,0,1050,991,0,991
DELHI,2005,SUB JAIL,0,0,0,0,0,0,0
DELHI,2005,WOMEN JAIL,1,0,400,400,0,487,487
DELHI,2005,BORSTAL SCHOOL,0,0,0,0,0,0,0
DELHI,2005,OPEN JAIL,0,0,0,0,0,0,0
DELHI,2005,SPECIAL JAIL,0,0,0,0,0,0,0
DELHI,2005,OTHERS,0,0,0,0,0,0,0
DELHI,2005,TOTAL,10,5850,400,6250,11830,487,12317
DELHI,2006,CENTRAL JAIL,8,4800,0,4800,11378,0,11378
DELHI,2006,DISTRICT JAIL,1,1050,0,1050,1559,0,1559
DELHI,2006,SUB JAIL,0,0,0,0,0,0,0
DELHI,2006,WOMEN JAIL,1,0,400,400,0,463,463
DELHI,2006,BORSTAL SCHOOL,0,0,0,0,0,0,0
DELHI,2006,OPEN JAIL,0,0,0,0,0,0,0
DELHI,2006,SPECIAL JAIL,0,0,0,0,0,0,0
DELHI,2006,OTHERS,0,0,0,0,0,0,0
DELHI,2006,TOTAL,10,5850,400,6250,12937,463,13400
DELHI,2007,CENTRAL JAIL,8,4800,0,4800,9523,0,9523
DELHI,2007,DISTRICT JAIL,1,1050,0,1050,1597,0,1597
DELHI,2007,SUB JAIL,0,0,0,0,0,0,0
DELHI,2007,WOMEN JAIL,1,0,400,400,0,485,485
DELHI,2007,BORSTAL SCHOOL,0,0,0,0,0,0,0
DELHI,2007,OPEN JAIL,0,0,0,0,0,0,0
DELHI,2007,SPECIAL JAIL,0,0,0,0,0,0,0
DELHI,2007,OTHERS,0,0,0,0,0,0,0
DELHI,2007,TOTAL,10,5850,400,6250,11120,485,11605
DELHI,2008,CENTRAL JAIL,8,4800,0,4800,9401,0,9401
DELHI,2008,DISTRICT JAIL,1,1050,0,1050,1682,0,1682
DELHI,2008,SUB JAIL,0,0,0,0,0,0,0
DELHI,2008,WOMEN JAIL,1,0,400,400,0,470,470
DELHI,2008,BORSTAL SCHOOL,0,0,0,0,0,0,0
DELHI,2008,OPEN JAIL,0,0,0,0,0,0,0
DELHI,2008,SPECIAL JAIL,0,0,0,0,0,0,0
DELHI,2008,OTHERS,0,0,0,0,0,0,0
DELHI,2008,TOTAL,10,5850,400,6250,11083,470,11553
DELHI,2009,CENTRAL JAIL,8,4800,0,4800,9342,0,9342
DELHI,2009,DISTRICT JAIL,1,1050,0,1050,1457,0,1457
DELHI,2009,SUB JAIL,0,0,0,0,0,0,0
DELHI,2009,WOMEN JAIL,1,0,400,400,0,447,447
DELHI,2009,BORSTAL SCHOOL,0,0,0,0,0,0,0
DELHI,2009,OPEN JAIL,0,0,0,0,0,0,0
DELHI,2009,SPECIAL JAIL,0,0,0,0,0,0,0
DELHI,2009,OTHERS,0,0,0,0,0,0,0
DELHI,2009,TOTAL,10,5850,400,6250,10799,447,11246
DELHI,2010,CENTRAL JAIL,8,4800,0,4800,8919,0,8919
DELHI,2010,DISTRICT JAIL,1,1050,0,1050,1432,0,1432
DELHI,2010,SUB JAIL,0,0,0,0,0,0,0
DELHI,2010,WOMEN JAIL,1,0,400,400,0,505,505
DELHI,2010,BORSTAL SCHOOL,0,0,0,0,0,0,0
DELHI,2010,OPEN JAIL,0,0,0,0,0,0,0
DELHI,2010,SPECIAL JAIL,0,0,0,0,0,0,0
DELHI,2010,OTHERS,0,0,0,0,0,0,0
DELHI,2010,TOTAL,10,5850,400,6250,10351,505,10856
DELHI,2011,CENTRAL JAIL,8,4800,0,4800,10173,0,10173
DELHI,2011,DISTRICT JAIL,1,1050,0,1050,1425,0,1425
DELHI,2011,SUB JAIL,0,0,0,0,0,0,0
DELHI,2011,WOMEN JAIL,1,0,400,400,0,526,526
DELHI,2011,BORSTAL SCHOOL,0,0,0,0,0,0,0
DELHI,2011,OPEN JAIL,0,0,0,0,0,0,0
DELHI,2011,SPECIAL JAIL,0,0,0,0,0,0,0
DELHI,2011,OTHERS,0,0,0,0,0,0,0
DELHI,2011,TOTAL,10,5850,400,6250,11598,526,12124
DELHI,2012,CENTRAL JAIL,8,4800,0,4800,9993,0,9993
DELHI,2012,DISTRICT JAIL,1,1050,0,1050,1580,0,1580
DELHI,2012,SUB JAIL,0,0,0,0,0,0,0
DELHI,2012,WOMEN JAIL,1,0,400,400,0,540,540
DELHI,2012,BORSTAL SCHOOL,0,0,0,0,0,0,0
DELHI,2012,OPEN JAIL,0,0,0,0,0,0,0
DELHI,2012,SPECIAL JAIL,0,0,0,0,0,0,0
DELHI,2012,OTHERS,0,0,0,0,0,0,0
DELHI,2012,TOTAL,10,5850,400,6250,11573,540,12113
LAKSHADWEEP,2001,CENTRAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2001,DISTRICT JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2001,SUB JAIL,4,20,0,20,1,0,1
LAKSHADWEEP,2001,WOMEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2001,BORSTAL SCHOOL,0,0,0,0,0,0,0
LAKSHADWEEP,2001,OPEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2001,SPECIAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2001,OTHERS,0,0,0,0,0,0,0
LAKSHADWEEP,2001,TOTAL,4,20,0,20,1,0,1
LAKSHADWEEP,2002,CENTRAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2002,DISTRICT JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2002,SUB JAIL,4,16,0,16,16,0,16
LAKSHADWEEP,2002,WOMEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2002,BORSTAL SCHOOL,0,0,0,0,0,0,0
LAKSHADWEEP,2002,OPEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2002,SPECIAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2002,OTHERS,0,0,0,0,0,0,0
LAKSHADWEEP,2002,TOTAL,4,16,0,16,16,0,16
LAKSHADWEEP,2003,CENTRAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2003,DISTRICT JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2003,SUB JAIL,4,64,0,64,4,0,4
LAKSHADWEEP,2003,WOMEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2003,BORSTAL SCHOOL,0,0,0,0,0,0,0
LAKSHADWEEP,2003,OPEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2003,SPECIAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2003,OTHERS,0,0,0,0,0,0,0
LAKSHADWEEP,2003,TOTAL,4,64,0,64,4,0,4
LAKSHADWEEP,2004,CENTRAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2004,DISTRICT JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2004,SUB JAIL,4,56,0,56,0,0,0
LAKSHADWEEP,2004,WOMEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2004,BORSTAL SCHOOL,0,0,0,0,0,0,0
LAKSHADWEEP,2004,OPEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2004,SPECIAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2004,OTHERS,0,0,0,0,0,0,0
LAKSHADWEEP,2004,TOTAL,4,56,0,56,0,0,0
LAKSHADWEEP,2005,CENTRAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2005,DISTRICT JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2005,SUB JAIL,4,60,0,60,6,0,6
LAKSHADWEEP,2005,WOMEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2005,BORSTAL SCHOOL,0,0,0,0,0,0,0
LAKSHADWEEP,2005,OPEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2005,SPECIAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2005,OTHERS,0,0,0,0,0,0,0
LAKSHADWEEP,2005,TOTAL,4,60,0,60,6,0,6
LAKSHADWEEP,2006,CENTRAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2006,DISTRICT JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2006,SUB JAIL,4,56,0,56,0,0,0
LAKSHADWEEP,2006,WOMEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2006,BORSTAL SCHOOL,0,0,0,0,0,0,0
LAKSHADWEEP,2006,OPEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2006,SPECIAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2006,OTHERS,0,0,0,0,0,0,0
LAKSHADWEEP,2006,TOTAL,4,56,0,56,0,0,0
LAKSHADWEEP,2007,CENTRAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2007,DISTRICT JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2007,SUB JAIL,4,16,0,16,22,0,22
LAKSHADWEEP,2007,WOMEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2007,BORSTAL SCHOOL,0,0,0,0,0,0,0
LAKSHADWEEP,2007,OPEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2007,SPECIAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2007,OTHERS,0,0,0,0,0,0,0
LAKSHADWEEP,2007,TOTAL,4,16,0,16,22,0,22
LAKSHADWEEP,2008,CENTRAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2008,DISTRICT JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2008,SUB JAIL,4,16,0,16,19,0,19
LAKSHADWEEP,2008,WOMEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2008,BORSTAL SCHOOL,0,0,0,0,0,0,0
LAKSHADWEEP,2008,OPEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2008,SPECIAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2008,OTHERS,0,0,0,0,0,0,0
LAKSHADWEEP,2008,TOTAL,4,16,0,16,19,0,19
LAKSHADWEEP,2009,CENTRAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2009,DISTRICT JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2009,SUB JAIL,4,16,0,16,44,0,44
LAKSHADWEEP,2009,WOMEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2009,BORSTAL SCHOOL,0,0,0,0,0,0,0
LAKSHADWEEP,2009,OPEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2009,SPECIAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2009,OTHERS,0,0,0,0,0,0,0
LAKSHADWEEP,2009,TOTAL,4,16,0,16,44,0,44
LAKSHADWEEP,2010,CENTRAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2010,DISTRICT JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2010,SUB JAIL,4,16,0,16,27,0,27
LAKSHADWEEP,2010,WOMEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2010,BORSTAL SCHOOL,0,0,0,0,0,0,0
LAKSHADWEEP,2010,OPEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2010,SPECIAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2010,OTHERS,0,0,0,0,0,0,0
LAKSHADWEEP,2010,TOTAL,4,16,0,16,27,0,27
LAKSHADWEEP,2011,CENTRAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2011,DISTRICT JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2011,SUB JAIL,4,16,0,16,79,1,80
LAKSHADWEEP,2011,WOMEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2011,BORSTAL SCHOOL,0,0,0,0,0,0,0
LAKSHADWEEP,2011,OPEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2011,SPECIAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2011,OTHERS,0,0,0,0,0,0,0
LAKSHADWEEP,2011,TOTAL,4,16,0,16,79,1,80
LAKSHADWEEP,2012,CENTRAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2012,DISTRICT JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2012,SUB JAIL,4,16,0,16,0,0,0
LAKSHADWEEP,2012,WOMEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2012,BORSTAL SCHOOL,0,0,0,0,0,0,0
LAKSHADWEEP,2012,OPEN JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2012,SPECIAL JAIL,0,0,0,0,0,0,0
LAKSHADWEEP,2012,OTHERS,0,0,0,0,0,0,0
LAKSHADWEEP,2012,TOTAL,4,16,0,16,0,0,0
PONDICHERRY,2001,CENTRAL JAIL,1,201,24,225,240,4,244
PONDICHERRY,2001,DISTRICT JAIL,1,45,5,50,14,2,16
PONDICHERRY,2001,SUB JAIL,2,20,10,30,2,0,2
PONDICHERRY,2001,WOMEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2001,BORSTAL SCHOOL,0,0,0,0,0,0,0
PONDICHERRY,2001,OPEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2001,SPECIAL JAIL,0,0,0,0,0,0,0
PONDICHERRY,2001,OTHERS,0,0,0,0,0,0,0
PONDICHERRY,2001,TOTAL,4,266,39,305,256,6,262
PONDICHERRY,2002,CENTRAL JAIL,1,201,24,225,189,13,202
PONDICHERRY,2002,DISTRICT JAIL,1,45,5,50,38,0,38
PONDICHERRY,2002,SUB JAIL,2,20,10,30,6,0,6
PONDICHERRY,2002,WOMEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2002,BORSTAL SCHOOL,0,0,0,0,0,0,0
PONDICHERRY,2002,OPEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2002,SPECIAL JAIL,0,0,0,0,0,0,0
PONDICHERRY,2002,OTHERS,0,0,0,0,0,0,0
PONDICHERRY,2002,TOTAL,4,266,39,305,233,13,246
PONDICHERRY,2003,CENTRAL JAIL,1,201,24,225,240,6,246
PONDICHERRY,2003,DISTRICT JAIL,0,0,0,0,0,0,0
PONDICHERRY,2003,SUB JAIL,2,20,10,30,6,0,6
PONDICHERRY,2003,WOMEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2003,BORSTAL SCHOOL,0,0,0,0,0,0,0
PONDICHERRY,2003,OPEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2003,SPECIAL JAIL,1,45,5,50,26,0,26
PONDICHERRY,2003,OTHERS,0,0,0,0,0,0,0
PONDICHERRY,2003,TOTAL,4,266,39,305,272,6,278
PONDICHERRY,2004,CENTRAL JAIL,1,201,24,225,244,2,246
PONDICHERRY,2004,DISTRICT JAIL,1,45,5,50,49,1,50
PONDICHERRY,2004,SUB JAIL,2,20,10,30,5,0,5
PONDICHERRY,2004,WOMEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2004,BORSTAL SCHOOL,0,0,0,0,0,0,0
PONDICHERRY,2004,OPEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2004,SPECIAL JAIL,0,0,0,0,0,0,0
PONDICHERRY,2004,OTHERS,0,0,0,0,0,0,0
PONDICHERRY,2004,TOTAL,4,266,39,305,298,3,301
PONDICHERRY,2005,CENTRAL JAIL,1,201,24,225,246,6,252
PONDICHERRY,2005,DISTRICT JAIL,1,40,10,50,31,0,31
PONDICHERRY,2005,SUB JAIL,2,20,10,30,5,0,5
PONDICHERRY,2005,WOMEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2005,BORSTAL SCHOOL,0,0,0,0,0,0,0
PONDICHERRY,2005,OPEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2005,SPECIAL JAIL,0,0,0,0,0,0,0
PONDICHERRY,2005,OTHERS,0,0,0,0,0,0,0
PONDICHERRY,2005,TOTAL,4,261,44,305,282,6,288
PONDICHERRY,2006,CENTRAL JAIL,1,201,24,225,223,4,227
PONDICHERRY,2006,DISTRICT JAIL,1,40,10,50,78,0,78
PONDICHERRY,2006,SUB JAIL,2,20,10,30,7,0,7
PONDICHERRY,2006,WOMEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2006,BORSTAL SCHOOL,0,0,0,0,0,0,0
PONDICHERRY,2006,OPEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2006,SPECIAL JAIL,0,0,0,0,0,0,0
PONDICHERRY,2006,OTHERS,0,0,0,0,0,0,0
PONDICHERRY,2006,TOTAL,4,261,44,305,308,4,312
PONDICHERRY,2007,CENTRAL JAIL,1,201,24,225,277,4,281
PONDICHERRY,2007,DISTRICT JAIL,1,40,10,50,50,0,50
PONDICHERRY,2007,SUB JAIL,2,20,10,30,15,0,15
PONDICHERRY,2007,WOMEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2007,BORSTAL SCHOOL,0,0,0,0,0,0,0
PONDICHERRY,2007,OPEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2007,SPECIAL JAIL,0,0,0,0,0,0,0
PONDICHERRY,2007,OTHERS,0,0,0,0,0,0,0
PONDICHERRY,2007,TOTAL,4,261,44,305,342,4,346
PONDICHERRY,2008,CENTRAL JAIL,1,275,25,300,236,6,242
PONDICHERRY,2008,DISTRICT JAIL,1,40,10,50,49,0,49
PONDICHERRY,2008,SUB JAIL,2,20,10,30,9,0,9
PONDICHERRY,2008,WOMEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2008,BORSTAL SCHOOL,0,0,0,0,0,0,0
PONDICHERRY,2008,OPEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2008,SPECIAL JAIL,0,0,0,0,0,0,0
PONDICHERRY,2008,OTHERS,0,0,0,0,0,0,0
PONDICHERRY,2008,TOTAL,4,335,45,380,294,6,300
PONDICHERRY,2009,CENTRAL JAIL,1,275,25,300,216,3,219
PONDICHERRY,2009,DISTRICT JAIL,1,40,10,50,49,0,49
PONDICHERRY,2009,SUB JAIL,2,16,8,24,1,0,1
PONDICHERRY,2009,WOMEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2009,BORSTAL SCHOOL,0,0,0,0,0,0,0
PONDICHERRY,2009,OPEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2009,SPECIAL JAIL,0,0,0,0,0,0,0
PONDICHERRY,2009,OTHERS,0,0,0,0,0,0,0
PONDICHERRY,2009,TOTAL,4,331,43,374,266,3,269
PONDICHERRY,2010,CENTRAL JAIL,1,275,25,300,198,6,204
PONDICHERRY,2010,DISTRICT JAIL,1,40,10,50,55,0,55
PONDICHERRY,2010,SUB JAIL,2,18,9,27,2,0,2
PONDICHERRY,2010,WOMEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2010,BORSTAL SCHOOL,0,0,0,0,0,0,0
PONDICHERRY,2010,OPEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2010,SPECIAL JAIL,0,0,0,0,0,0,0
PONDICHERRY,2010,OTHERS,0,0,0,0,0,0,0
PONDICHERRY,2010,TOTAL,4,333,44,377,255,6,261
PONDICHERRY,2011,CENTRAL JAIL,1,275,25,300,194,5,199
PONDICHERRY,2011,DISTRICT JAIL,0,0,0,0,0,0,0
PONDICHERRY,2011,SUB JAIL,1,12,3,15,0,0,0
PONDICHERRY,2011,WOMEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2011,BORSTAL SCHOOL,0,0,0,0,0,0,0
PONDICHERRY,2011,OPEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2011,SPECIAL JAIL,2,115,15,130,43,0,43
PONDICHERRY,2011,OTHERS,0,0,0,0,0,0,0
PONDICHERRY,2011,TOTAL,4,402,43,445,237,5,242
PONDICHERRY,2012,CENTRAL JAIL,1,275,25,300,200,3,203
PONDICHERRY,2012,DISTRICT JAIL,0,0,0,0,0,0,0
PONDICHERRY,2012,SUB JAIL,1,10,5,15,2,0,2
PONDICHERRY,2012,WOMEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2012,BORSTAL SCHOOL,0,0,0,0,0,0,0
PONDICHERRY,2012,OPEN JAIL,0,0,0,0,0,0,0
PONDICHERRY,2012,SPECIAL JAIL,2,88,16,104,80,0,80
PONDICHERRY,2012,OTHERS,0,0,0,0,0,0,0
PONDICHERRY,2012,TOTAL,4,373,46,419,282,3,285
Andhra Pradesh,2013,CENTRAL JAIL,7,6498,222,6720,6988,194,7182
Andhra Pradesh,2013,DISTRICT JAIL,13,3155,369,3524,3129,204,3333
Andhra Pradesh,2013,SUB_JAIL,95,3365,473,3838,3013,183,3196
Andhra Pradesh,2013,WOMEN JAIL,2,0,380,380,0,318,318
Andhra Pradesh,2013,BORSTAL SCHOOL,1,93,0,93,3,0,3
Andhra Pradesh,2013,OPEN JAIL,2,430,0,430,281,0,281
Andhra Pradesh,2013,SPECIAL JAIL,0,0,0,0,0,0,0
Andhra Pradesh,2013,OTHERS,0,0,0,0,0,0,0
Andhra Pradesh,2013,TOTAL,120,13541,1444,14985,13414,899,14313
Arunachal Pradesh,2013,CENTRAL JAIL,0,0,0,0,0,0,0
Arunachal Pradesh,2013,DISTRICT JAIL,1,44,12,56,90,2,92
Arunachal Pradesh,2013,SUB_JAIL,0,0,0,0,0,0,0
Arunachal Pradesh,2013,WOMEN JAIL,0,0,0,0,0,0,0
Arunachal Pradesh,2013,BORSTAL SCHOOL,0,0,0,0,0,0,0
Arunachal Pradesh,2013,OPEN JAIL,0,0,0,0,0,0,0
Arunachal Pradesh,2013,SPECIAL JAIL,0,0,0,0,0,0,0
Arunachal Pradesh,2013,OTHERS,0,0,0,0,0,0,0
Arunachal Pradesh,2013,TOTAL,1,44,12,56,90,2,92
Assam,2013,CENTRAL JAIL,6,3743,207,3950,3047,115,3162
Assam,2013,DISTRICT JAIL,22,3299,352,3651,4502,177,4679
Assam,2013,SUB_JAIL,1,24,8,32,72,0,72
Assam,2013,WOMEN JAIL,0,0,0,0,0,0,0
Assam,2013,BORSTAL SCHOOL,0,0,0,0,0,0,0
Assam,2013,OPEN JAIL,1,100,0,100,27,0,27
Assam,2013,SPECIAL JAIL,1,360,12,372,309,14,323
Assam,2013,OTHERS,0,0,0,0,0,0,0
Assam,2013,TOTAL,31,7526,579,8105,7957,306,8263
Bihar,2013,CENTRAL JAIL,7,11447,379,11826,9673,350,10023
Bihar,2013,DISTRICT JAIL,31,16411,555,16966,16116,555,16671
Bihar,2013,SUB_JAIL,16,3196,218,3414,3313,119,3432
Bihar,2013,WOMEN JAIL,1,0,83,83,0,76,76
Bihar,2013,BORSTAL SCHOOL,0,0,0,0,0,0,0
Bihar,2013,OPEN JAIL,1,104,0,104,92,0,92
Bihar,2013,SPECIAL JAIL,1,3288,0,3288,965,0,965
Bihar,2013,OTHERS,0,0,0,0,0,0,0
Bihar,2013,TOTAL,57,34446,1235,35681,30159,1100,31259
Chhattisgarh,2013,CENTRAL JAIL,5,3804,292,4096,9969,708,10677
Chhattisgarh,2013,DISTRICT JAIL,10,1140,94,1234,3245,113,3358
Chhattisgarh,2013,SUB_JAIL,12,656,84,740,1805,0,1805
Chhattisgarh,2013,WOMEN JAIL,0,0,0,0,0,0,0
