Category,State / UT Name,Jail Type Sl.No.,Jail Type,Number of jails,Jail Sl.No.,Jail Name,Contact No.,VC for Remand Purpose,VC for Trial Purpose,VC for Other Purpose,Location1,Location2,Email ID
State,Telangana,3,Sub Jail,23,22,"Sub Jail, Bhodan","9494632329, 08467-223550",NO,NO,NO,"Rakasinagar, Bhodan, Nizamabad Dist.",NA,sjbodhan@gmail.com
State,Telangana,3,Sub Jail,23,23,"Sub Jail, Kamareddy",9494632319,NO,NO,NO,"Vivekananda Colony, Kamareddy, Nizamabad Dist.",NA,subjailkmr@gmail.com
State,Telangana,4,Women Jail,1,1,"Special Prison for Women, Hyderabad",040-24411148,YES,YES,YES,"Chanchalguda, Hyderabad",NA,spwhyderabad1994@gmail.com
State,Telangana,5,Borstal School,1,1,"Borstal School, Nizamabad",9494632302,NO,NO,NO,"Borstal School, Nizamabad Dist.",NA,NA
State,Telangana,6,Open Jail,1,1,"Prisoners' Agricultural Colony, Cherlapalli Rangar",040-27261204,NO,NO,NO,"Prisoners' Agricultural Colony, Cherlapalli",Rangareddy District,paccherlapallirr@gmail.com
State,Telangana,7,Special Jail,4,1,Special Sub Jail Bhadrachalam,"08743-233730, 9494632562",NO,NO,NO,Special Sub Jail Bhadrachalam-507111,NA,NA
State,Telangana,7,Special Jail,4,2,"Special Sub Jail, Jagityal",NA,NO,NO,NO,"Special Sub Jail, Jagityal, Court Complex,Jagityal",NA,sjjagitial@apprisons.gov.in
State,Telangana,7,Special Jail,4,3,"Special Sub Jail, Asifabad",08733-279516,NO,NO,NO,"Special Sub Jail, Asifabad, Asifabad (M)",Adilabad-504293,ssjasf@gmail.com
State,Telangana,7,Special Jail,4,4,"Special Sub Jail, Nirmal",08734-245314,NO,NO,NO,"Special Sub Jail, Nirmal Back side of Courtcomplex","Nirmal, Adilabad-504104",supdtssjnirmal@gmail.com
State,Tripura,1,Central Jail,1,1,Kendriya Sansodhanagar Tripura Bishalgarh,0381-2361161,NO,NO,NO,Bishalgarh-799102,NA,NA
State,Tripura,2,District Jail,2,1,Udaipur District Jail,03821-222453,NO,NO,NO,Udaipur-799120,NA,NA
State,Tripura,2,District Jail,2,2,Kailashahar District Jail,03824-222239,NO,NO,NO,Kailashahar-799277,NA,NA
State,Tripura,3,Sub Jail,10,1,Dharmanagar Sub jail,03822-220239,NO,NO,NO,Dharmanagar-799250,NA,NA
State,Tripura,3,Sub Jail,10,2,Kamalpur,03826-262238,NO,NO,NO,Kamalpur-799285,NA,NA
State,Tripura,3,Sub Jail,10,3,Khowai Sub Jail,03825-222242,NO,NO,NO,Khowai-799202,NA,NA
State,Tripura,3,Sub Jail,10,4,Sonamura Sub Jail,0381-2750238,NO,NO,NO,Sonamura-799131,NA,NA
State,Tripura,3,Sub Jail,10,5,Amarpur Sub Jail,03821-263250,NO,NO,NO,Amarpur-799101,NA,NA
State,Tripura,3,Sub Jail,10,6,Sabroom Sub Jail,03823-270224,NO,NO,NO,Saabroom-799145,NA,NA
State,Tripura,3,Sub Jail,10,7,Belonia Sub Jail,03823-222207,NO,NO,NO,Belonia-799155,NA,NA
State,Tripura,3,Sub Jail,10,8,Kanchanpur Sub Jail,298809,NO,NO,NO,Kanchanpur-799270,NA,NA
State,Tripura,3,Sub Jail,10,9,Longtharai Valley Sub Jail,298809,NO,NO,NO,Longtharai Valley-799273,NA,NA
State,Tripura,3,Sub Jail,10,10,Gandachara Sub Jail,298809,NO,NO,NO,Gandachara-799289,NA,NA
State,Uttar Pradesh,1,Central Jail,5,1,C.P. Naini,0532-2697215,YES,YES,YES,"Central Jail Naini, Allahabad",NA,sscpnni@gmail.com
State,Uttar Pradesh,1,Central Jail,5,2,C.P. Varanasi,0542-2282276,NO,NO,NO,NA,NA,centraljailvaranasi@gmail.com
State,Uttar Pradesh,1,Central Jail,5,3,C.P. Fatehgarh,05692-234806,NO,YES,NO,Central Jail Fatehgarh,NA,cpfatehgarh@gmail.com
State,Uttar Pradesh,1,Central Jail,5,4,C.P. Bareilly,0581-2413421,NO,NO,NO,NA,NA,bareillycentraljail@gmail.com
State,Uttar Pradesh,1,Central Jail,5,5,C.P. Agra,9454418176/2603093,NO,NO,NO,NA,NA,ssj.ag-up@gov.in
State,Uttar Pradesh,2,District Jail,57,1,D.J. Agra,09454418180/0562-2601167,NO,NO,NO,Dist. Jail Agra,NA,NA
State,Uttar Pradesh,2,District Jail,57,2,D.J. Firozabad,9454418190/051262-296636,YES,NO,NO,NA,NA,firozabadjail@gmail.com
State,Uttar Pradesh,2,District Jail,57,3,D.J. Mainpuri,NA,NO,NO,NO,Dist. Jail Mainpuri,NA,NA
State,Uttar Pradesh,2,District Jail,57,4,D.J. Mathura,9454418182,YES,NO,NO,Dist. Jail Mathura,NA,NA
State,Uttar Pradesh,2,District Jail,57,5,"D.J, Aligarh",0571-2406338,YES,NO,NO,NA,NA,anujchauhan717@gmail.com
State,Uttar Pradesh,2,District Jail,57,6,D.J. Etah,9454418186/05742-235803,NO,NO,NO,Dist. Jail Etah,NA,etahjail1861@rediffmail.com
State,Uttar Pradesh,2,District Jail,57,7,D.J. Jhansi,0510-2470552,NO,NO,NO,Dist. Jail Jhansi,NA,ssdjhansi@gmail.com
State,Uttar Pradesh,2,District Jail,57,8,D.J. Lalitpur,05176-273298/9454418197,YES,NO,NO,"Jail Campus, Lalipur",NA,superintendentjailltp@gmail.com
State,Uttar Pradesh,2,District Jail,57,9,D.J. Orai,05162-251063,YES,NO,NO,Dist. Jail Orai,NA,NA
State,Uttar Pradesh,2,District Jail,57,10,D.J. Bareilly,0581-2422640,NO,NO,NO,Dist. Jail Bareilly,NA,disttjailblyl@gmail.com
State,Uttar Pradesh,2,District Jail,57,11,D.J. Badaun,9454418220/05832-266322,NO,NO,NO,Dist. Jail Budaun,NA,jailbudaun@gmail.com
State,Uttar Pradesh,2,District Jail,57,12,D.J. Shahjahanpur,05842-223449,YES,NO,NO,Distt. Jail Shahjahanpur,NA,sj.sj-up@gov.in
State,Uttar Pradesh,2,District Jail,57,13,D.J. Pilibhit,05882-255360,YES,NO,NO,Dist. Jail Pilibhit,NA,jagmohan_sj.pi-up@gov.in
State,Uttar Pradesh,2,District Jail,57,14,D.J. Moradabad,0591-2418228,NO,NO,NO,Distt. Jail Muradabad,NA,ssdjmdd@gmail.com
State,Uttar Pradesh,2,District Jail,57,15,D.J. Rampur,0595-2325589,YES,NO,NO,Jail Campus Rampur,NA,NA
State,Uttar Pradesh,2,District Jail,57,16,D.J. Bijnaur,01342-262825/9454418232,YES,YES,NO,Distt. Jail Bijnor,NA,districtjailbijnor2012@gmail.com
State,Uttar Pradesh,2,District Jail,57,17,D.J. Lucknow,0522-2828100,YES,YES,NO,"Mohari Khurd Near Gosaiganj, Tahsil Mohanlalganj",NA,lucknowdisttjail0522@gmail.com
State,Uttar Pradesh,2,District Jail,57,18,D.J. Raibareilly,0535-2205361,YES,NO,NO,Distt. Jail Raibareilly,NA,jailsupdt@gmail.com
State,Uttar Pradesh,2,District Jail,57,19,D.J. Unnao,0515-2820203,YES,NO,NO,"District Jail, Unnao",NA,districtjailunao@gmail.com
State,Uttar Pradesh,2,District Jail,57,20,D.J. Hardoi,05852-234516,YES,NO,NO,Distt. Jail Hardoi,NA,dchar@allahabadhighcourt.in
State,Uttar Pradesh,2,District Jail,57,21,D.J. Sitapur,05862-243419,NO,NO,NO,"Jail Road, sitapur",NA,stpjail@gmail.com
State,Uttar Pradesh,2,District Jail,57,22,D.J. Khiri,05872-252326,NO,NO,NO,Distt. Jail Kheri,NA,jailkheri@gmail.com
State,Uttar Pradesh,2,District Jail,57,23,D.J. Kanpur,0512-2306628,YES,NO,NO,"Distt. Jail, Kanpur Nagar",NA,sdjknr@gmail.com
State,Uttar Pradesh,2,District Jail,57,24,D.J. Kanpur Dehat,05111-270070/9454418260,YES,YES,YES,Distt. Jail Kanpur Dehat,NA,jail.kanpurdehat@gmail.com
State,Uttar Pradesh,2,District Jail,57,25,D.J. Etawah,05688-254133,YES,NO,NO,Distt. Jail Etawah,NA,disttjailetawah@gmail.com
State,Uttar Pradesh,2,District Jail,57,26,D.J. Fatehgarh,05692-2342221/9454418253,YES,NO,NO,"Distt. Jail, Fatehgarh",NA,sj.fr-up@gov.in
State,Uttar Pradesh,2,District Jail,57,27,D.J. Kannauj,NA,NO,NO,NO,D.J. Kannoj,NA,NA
State,Uttar Pradesh,2,District Jail,57,28,D.J. Bulandshaher,05732-290171,NO,NO,NO,"NH-91, Near Village Chanderu Buland Shahar",NA,sj.bu-up@gov.in
State,Uttar Pradesh,2,District Jail,57,29,D.J. Meerut,0121-270041/09454418199,YES,YES,NO,Distt. Jail Campus,NA,mrt.jail@gmail.com
State,Uttar Pradesh,2,District Jail,57,30,D.J. Ghaziabad,0120-2466666/9454418202,YES,NO,NO,NA,NA,sdjgzp@gmail.com
State,Uttar Pradesh,2,District Jail,57,31,D.J. Gautambudhnagar,0120-2341179,YES,NO,NO,Distt. Jail Gautambudhnagar,NA,sdjgbn@gmail.com
State,Uttar Pradesh,2,District Jail,57,32,D.J. Saharanpur,0132-2661227,NO,NO,NO,NA,NA,disttjailsre@gmail.com
State,Uttar Pradesh,2,District Jail,57,33,D.J. Muzaffar Nagar,0131-2412763,YES,YES,YES,NA,NA,jailmuzaffarnagar@gmail.com
State,Uttar Pradesh,2,District Jail,57,34,D.J. Fatehpur,09454418265/05180-224491,NO,NO,NO,Distt. Jail Fatehpur,NA,jail.faehpur@gmail.com
State,Uttar Pradesh,2,District Jail,57,35,D.J. Pratapgarh,05342-220362,YES,NO,NO,Distt. Jail Pratapgarh,NA,disttjailvns@gmail.com
State,Uttar Pradesh,2,District Jail,57,36,D.J. Varanasi,0542-2508859,YES,NO,NO,"Distt. Jail, Varanasi",NA,disttjailvns@gmail.com
State,Uttar Pradesh,2,District Jail,57,37,D.J. Ghazipur,0548-2221202/9454418270,YES,NO,NO,Dist. Jail Gazipur,NA,"sdjgzr@gmail.com, sj.gp-up@gov.in"
State,Uttar Pradesh,2,District Jail,57,38,D.J. Jaunpur,05452-260380,YES,NO,NO,Distt. Jail Jaunpur,NA,NA
State,Uttar Pradesh,2,District Jail,57,39,D.J. Mirzapur,05542-221634,YES,NO,NO,NA,NA,districtjailmirzpur1901@gmail.com
State,Uttar Pradesh,2,District Jail,57,40,D.J. Gyanpurr,05414-251316/9412147780,NO,NO,NO,Distt. Jail Gyanpur Bhadohi,NA,jagdishprasad146@gmail.com
State,Uttar Pradesh,2,District Jail,57,41,D.J. Banda,09454418281/05192-285018,YES,NO,YES,Distt. Jail Banda,NA,ssj.bn-up@gov.in
State,Uttar Pradesh,2,District Jail,57,42,D.J. Hamirpur,05282-222223/94544118284,YES,NO,NO,Distt. Jail Hamirpur,NA,sdjhameerpur@gmail.com
State,Uttar Pradesh,2,District Jail,57,43,D.J. Gorakhpur,0551-22822325,YES,NO,NO,Distt. Jail Gorkhpur,NA,seniorsupdt.gkp@gmail.com
State,Uttar Pradesh,2,District Jail,57,44,D.J. Maharajganj,05523-222273,YES,YES,YES,NA,NA,sj.mg-up@gov.in
State,Uttar Pradesh,2,District Jail,57,45,D.J. Deoria,05568-222372,YES,YES,NO,"Distt. Jail, Deoria",NA,"sj.de-up@nic.in, jaildeoria@gmail.com"
State,Uttar Pradesh,2,District Jail,57,46,D.J. Basti,05542-245346,YES,YES,NO,NA,NA,jailbasti@gmail.com
State,Uttar Pradesh,2,District Jail,57,47,D.J. Sidhdharth Nagar,05544-222405,NO,YES,NO,NA,NA,sj.sn-up@gov.in
State,Uttar Pradesh,2,District Jail,57,48,D.J. Faizabad,05271-222203,NO,YES,NO,Distt. Jail Fzd,NA,ssj.fz-up@gov.in
State,Uttar Pradesh,2,District Jail,57,49,D.J. Barabanki,05248-230981/9454483081,YES,YES,NO,Distt. Jail Barbanki,NA,disttjailbbk@gmail.com
State,Uttar Pradesh,2,District Jail,57,50,D.J. Sultanpur,05362-231455,YES,NO,NO,NA,NA,NA
State,Uttar Pradesh,2,District Jail,57,51,D.J. Bahraich,9454418315/05252-235217,NO,NO,NO,Distt. Jail Campus Bahraich,NA,disttjail2718@gmail.com
State,Uttar Pradesh,2,District Jail,57,52,D.J. Gonda,9454418310/05262-233269,NO,NO,NO,Distt. Jail Gonda,NA,suptjailgonda2013n@gmail.com
State,Uttar Pradesh,2,District Jail,57,53,D.J. Balrampur,9454469142,NO,NO,NO,Add. District Jail Balrampur,NA,supdt.jailbir@gmail.com
State,Uttar Pradesh,2,District Jail,57,54,D.J. Azamgarh,05462-246961,YES,NO,NO,Distt. Jail Azamgarh,NA,disttjailazh999@gmail.com
State,Uttar Pradesh,2,District Jail,57,55,D.J. Mau,9454417988,NO,NO,NO,NA,NA,NA
State,Uttar Pradesh,2,District Jail,57,56,D.J. Balia,05498-240123,NO,NO,NO,Distt. Jail Balia,NA,jilakaragarballia@gmail.com
State,Uttar Pradesh,2,District Jail,57,57,D.J. Kaushambi,9453264453,NO,NO,NO,Distt. Jail Kaushambi,NA,sdjksi190@gmail.com
State,Uttar Pradesh,3,Sub Jail,2,1,Sub Jail Deoband,01336-223380,YES,YES,YES,"Deoband, Saharanpur",NA,jaildeoband@gmail.com
State,Uttar Pradesh,3,Sub Jail,2,2,Sub Jail Mahoba,9458213940,NO,NO,NO,Sub Jail Mahoba,NA,jailoranandsigh@gmail.com
State,Uttar Pradesh,4,Women Jail,1,1,"Nari Bandi Niketan, Lko",9454418234,NO,YES,NO,Model Jail Lucknow,NA,NA
State,Uttar Pradesh,5,Special Jail,2,1,Model Jail Lucknow,9454418234/0522-2828048,NO,NO,NO,Modol Jail Lucknow,NA,modeljaillkw1461@gmail.com
State,Uttar Pradesh,5,Special Jail,2,2,Kishore Sadan bareilly,0581-2413370,NO,NO,NO,NA,NA,bareillycentraljail@gmail.com
State,Uttarakhand,1,Central Jail,1,1,Central Jail Sitarganj,9897400360,NO,NO,NO,"Central Jail Sitarganj, PO Saicamp, Sitarganj",Dist. Udham Singh Nagar-262403,saicampstg@gmail.com
State,Uttarakhand,2,District Jail,7,1,"District Jail, Pauri",7500184444/01368223207,NO,NO,NO,"Khandushain, Pauri Garhwal",NA,NA
State,Uttarakhand,2,District Jail,7,2,"District Jail, Haridwar",7534011359/01334239500,YES,YES,YES,"Roshanabad, Haridwar",NA,NA
State,Uttarakhand,2,District Jail,7,3,"District Jail, Dehradun",7534011357,YES,NO,NO,"Suddhowala, Dehradun",NA,sdjdoon@gmail.com
State,Uttarakhand,2,District Jail,7,4,"District Jail, Almora",NA,YES,YES,YES,"N T D Road, Almora",NA,NA
State,Uttarakhand,2,District Jail,7,5,"District Jail, Tehri",NA,YES,NO,NO,New Tehri,NA,sdj-the-uk@nic.in
State,Uttarakhand,2,District Jail,7,6,"District Jail, Nainital",7534011355/05942235198,YES,YES,YES,"Tallital, Nainital",NA,NA
State,Uttarakhand,2,District Jail,7,7,"District Jail, Chamoli",9456141333/01372212654,NO,NO,NO,"Pursari, Chamoli",NA,NA
State,Uttarakhand,3,Sub Jail,2,1,"Sub jail, Roorkee, Dist. Haridwar",01332-262321,YES,NO,NO,Sub Jail Roorkee (Haridwar),NA,NA
State,Uttarakhand,3,Sub Jail,2,2,"Sub Jail, Haldwani",7534011355/05946254300,YES,YES,YES,"Hiranagar, Haldwani",NA,NA
State,Uttarakhand,4,Open Jail,1,1,Sampurana Nd. Sivir Sitarganj,9897400360,NO,NO,NO,"Central Jail Sitarganj PO Saicamp, Sitarganj",Dist. Udham Singh Nagar-262403,saicampstg@gmail.com
State,West Bengal,1,Central Jail,7,1,"Central Jail, Jalpaiguri",03561-232007,NO,NO,NO,PO&Dist. Jalpaiguri-735101,NA,supdt.jpgcch@gmail.com
State,West Bengal,1,Central Jail,7,2,"Central Jail, Berhampore",03482-252017,YES,YES,YES,"PO Berhampore, Dist. Murshidabad-742101",NA,supdt.bhpcch@gmail.com
State,West Bengal,1,Central Jail,7,3,"Central Jail, Midnapore",03222-275581,NO,NO,NO,"PO Midnapore, Dist. Midnapore (W)",NA,supdt.mdpcch@gmail.com
State,West Bengal,1,Central Jail,7,4,"Central Jail, Dum Dum",033-25296370,NO,NO,NO,"PO Dumdum Cantt, Kolkata-700028",NA,supdt.dmdmcch@gmail.com
State,West Bengal,1,Central Jail,7,5,"Central Jail, Alipore",033-24791053/033-24099104,YES,YES,YES,"Alipore, Kolkata-27",NA,supdt.aliporecch@gmail.com
State,West Bengal,1,Central Jail,7,6,"Presidency Jail, Alipore",033-24791854/033-24099108,NO,NO,NO,"Presidency Jail, Alipore, Kolkata-27",NA,supdt.pch@gmail.com
State,West Bengal,1,Central Jail,7,7,"Central Jail, Burdwan",0342-2568817,NO,NO,NO,PO&Dist. Burdwan-713101,NA,supdt.bdndch@gmail.com
State,West Bengal,2,District Jail,12,1,"District Jail, Alipurduar",03564-255127,NO,NO,NO,"Po Alipurduar Court, dist. Alipurduar-736122",NA,supdt.alpdrsch@gmail.com
State,West Bengal,2,District Jail,12,2,"District Jail, Coochbehar",03582-222206,NO,NO,NO,PO&Dist. Coochbehar-736101,NA,supdt.cbrdch@gmail.com
State,West Bengal,2,District Jail,12,3,"District Jail, Raiganj",03523-242500,NO,NO,NO,"PO Raiganj, Dist. Uttar Dinajpur-733134",NA,supdt.raiganjdch@gmail.com
State,West Bengal,2,District Jail,12,4,"District Jail, Darjeeling",0354-2254631,NO,NO,NO,PO&Dist. Darjeeling-734101,NA,supdt.djldch@gmail.com
State,West Bengal,2,District Jail,12,5,"District Jail, Malda",03512-252005,NO,NO,NO,"PO Mukdampore, Via Malda, Dist. Malda-732101",NA,supdt.mlddch@gmail.com
State,West Bengal,2,District Jail,12,6,"District Jail, Balurghat",03522-255226,NO,NO,NO,"Po Balurghat, Dist. Dakshin, Dinajpur-733101",NA,supdt.blgdch@gmail.com
State,West Bengal,2,District Jail,12,7,"District Jail, Suri",03462-255209,NO,NO,NO,"PO Suri Dist., Birbhum-731101",NA,supdt.suridch@gmail.com
State,West Bengal,2,District Jail,12,8,"District Jail, Purulia",03252-222109,NO,NO,NO,PO&Dist. Purulia-723101,NA,supdt.puruliadch@gmail.com
State,West Bengal,2,District Jail,12,9,"District Jail, Bankura",03242-254838,NO,NO,NO,PO&Dist. Bankura-722101,NA,supdt.bankuradch@gmail.com
State,West Bengal,2,District Jail,12,10,"District Jail, Krishnanagar",03472-252347,NO,NO,NO,"PO Krishnanagar, Dist. Nadia-741101",NA,supdt.kgrdch@gmail.com
State,West Bengal,2,District Jail,12,11,"District Jail, Hooghly",033-26802643,NO,NO,NO,PO&Dist. Hooghly-712103,NA,supdt.hglydch@gmail.com
State,West Bengal,2,District Jail,12,12,"District Jail, Howrah",033-26382919,NO,NO,NO,"10 P K Banerjee Road, PO Howrah-711101",NA,supdt.hwhdch@gmail.com
State,West Bengal,3,Sub Jail,33,1,"Sub jail, Dinhata",03581-255516,NO,NO,NO,"PO Dinhata, Dist. Coochbehar-736135",NA,supdt.dnhsch@gmail.com
State,West Bengal,3,Sub Jail,33,2,"Sub Jail, Mathabhanga",03583-255262,NO,NO,NO,PO Mathabhanga Dist. Coochbehar-735146,NA,supdt.mtbsch@gmail.com
State,West Bengal,3,Sub Jail,33,3,"Sub Jail, Mekhiganj",03584-255318,NO,NO,NO,"PO Mekiganj, Dist. Coochbehar-735304",NA,NA
State,West Bengal,3,Sub Jail,33,4,"Sub Jail, Tufanganj",03582-244275,NO,NO,NO,"PO Tufanganj, Dist. Coochbehar-736159",NA,supdt.tfnsch@gmail.com
State,West Bengal,3,Sub Jail,33,5,"Sub Jail, Islampore",03526-255040,NO,NO,NO,"PO Islampur, Dist. Uttar Dinajpur-728201",NA,supdt.islmprsch@gmail.com
State,West Bengal,3,Sub Jail,33,6,"Sub Jail, Kurseong",0354-2330227,NO,NO,NO,"PO Kurseong, Dist. Darjeeling-734201",NA,supdt.ksnsch@gmail.com
State,West Bengal,3,Sub Jail,33,7,"Sub Jail, Kalimpong",03552-255430,NO,NO,NO,"PO Kalimpong, Dist. Darjleeing-734301",NA,supdt.kmpsch@gmail.com
State,West Bengal,3,Sub Jail,33,8,"Sub Jail, Lalbagh",03482-270336,NO,NO,NO,PO&Dist. Murshidabad-742149,NA,supdt.lbgsch@gmail.com
State,West Bengal,3,Sub Jail,33,9,"Sub Jail, Kandi",03484-255487,NO,NO,NO,"PO Jemo Rajbati, Dist. Murshidabad-742137",NA,supdt.kandisch@gmail.com
State,West Bengal,3,Sub Jail,33,10,"Sub Jail, Jangipur",03483-266227,NO,NO,NO,"Po Raghunnathganj, Dist. Murshidabad-742225",NA,supdt.jngsch@gmail.com
State,West Bengal,3,Sub Jail,33,11,"Sub Jail, Rampurhat",03461-255164,NO,NO,NO,"PO Rampurhat, Dist. Birbhum-731224",NA,supdt.rmpsch@gmail.com
State,West Bengal,3,Sub Jail,33,12,"Sub Jail, Bolpur",03463-221352,NO,NO,NO,"Po Bolpur, Dist. Birbhum-731204",NA,kumarsahashyamal@gmail.com
State,West Bengal,3,Sub Jail,33,13,"Sub Jail, Raghunathpur",03251-255251,NO,NO,NO,"PO Raghunathpur, Dist. Purulia-723101",NA,supdt.rgpsch@gmail.com
State,West Bengal,3,Sub Jail,33,14,"Sub Jail, Bishnupur",03244-252124,NO,NO,NO,"PO Bishnupur, Dist. Bankura-722122",NA,supdt.bnpsch@gmail.com
State,West Bengal,3,Sub Jail,33,15,"Sub Jail, Jhargram",03221-255179,NO,NO,NO,"PO Jhargram, Dist. Midnapore (W)-721507",NA,supdt.jgmsch@gmail.com
State,West Bengal,3,Sub Jail,33,16,"Sub Jail, Ghatal",03225-255054,NO,NO,NO,"PO Ghatal, Dist. Midnapore (W)-721212",NA,supdt.ghatalsch@gmail.com
State,West Bengal,3,Sub Jail,33,17,"Sub Jail, Haldia",NA,NO,NO,NO,"PO Haldia, Dist. Midnapore (E)-721657",NA,debasishpraminik@gmail.com
State,West Bengal,3,Sub Jail,33,18,"Sub Jail, Contai",03220-257951,NO,NO,NO,"PO Contai, Dist. Midnapore (E)-721401",NA,supdt.contaisch@gmail.com
State,West Bengal,3,Sub Jail,33,19,"Sub Jail, Tamluk",03228-266264,NO,NO,NO,"PO Tamluk, Dist. Midnapore (E)-721636",NA,supdt.tmksch@gmail.com
State,West Bengal,3,Sub Jail,33,20,"Sub Jail, Kalyani",033-25025776,NO,NO,NO,"PO Kalyani, Dist. Nadia-741235",NA,supdt.klnsch@gmail.com
State,West Bengal,3,Sub Jail,33,21,"Sub Jail, Barrackpore",033-25920047,NO,NO,NO,"PO Barrackpore, Dist. North 24 Pgns-700120",NA,supdt.bkpsch@gmail.com
State,West Bengal,3,Sub Jail,33,22,"Sub Jail, Tehatta",03471-252100,NO,NO,NO,"PO Tehatta, Dist. Nadia-741160",NA,supdt.tsch@gmail.com
State,West Bengal,3,Sub Jail,33,23,"Sub Jail, Bongaon",03215-255088,NO,NO,NO,"PO Bongaon, dist. North 24 Pgns-743235",NA,supdt.bngsch@gmail.com
State,West Bengal,3,Sub Jail,33,24,"Sub Jail, Basirhat",03217-265858,NO,NO,NO,"PO Basirhat, Dist. 24 PGNS North-743411",NA,supdt.bhatsch@gmail.com
State,West Bengal,3,Sub Jail,33,25,"Sub Jail, Ranaghat",03473-210204,NO,NO,NO,"PO Ranaghat, Dist. Nadia-741201",NA,supdt.rngsch@gmail.com
State,West Bengal,3,Sub Jail,33,26,"Sub Jail, Uluberia",033-26610208,NO,NO,NO,"PO Uluberia, Dist. Howrah-711313",NA,supdt.ulbsch@gmail.com
State,West Bengal,3,Sub Jail,33,27,"Sub Jail, Chandannagore",033-26836007,NO,NO,NO,"PO Chandannagore, Dist. Hooghly-712136",NA,supdt.cgrsch@gmail.com
State,West Bengal,3,Sub Jail,33,28,"Sub Jail, Arambagh",03211-255971,NO,NO,NO,"PO Arambagh, Dist. Hooghly-712602",NA,supdt.abgsch@gmail.com
State,West Bengal,3,Sub Jail,33,29,"Sub Jail, Serampore",033-26621485,NO,NO,NO,"PO Serampore, Dist. Hooghly-712201",NA,supdt.smpsch@gmail.com
State,West Bengal,3,Sub Jail,33,30,"Sub Jail, durgapur",0343-2500862,NO,NO,NO,"PO Kalna, Dist. Burdwan-713409",NA,supdt.dgpsch@gmail.com
State,West Bengal,3,Sub Jail,33,31,"Sub Jail, Kalna",03454-255137,NO,NO,NO,"Po Katwa, Dist. Burdwan-713130",NA,sdokalna@gmail.com
State,West Bengal,3,Sub Jail,33,32,"Sub Jail, Katwa",03453-255123,NO,NO,NO,"PO Diamond Harbour, Dist. South 24 Pgns-743331",NA,supdtkatwasch@gmail.com
State,West Bengal,3,Sub Jail,33,33,"Sub Jail, Diamond Harbour",03174-255404,NO,NO,NO,"PO Durgapur, Dist. Burdwan-713214",NA,supdt.dhrbrsch@gmail.com
State,West Bengal,4,Women Jail,1,1,"Women Jail, Alipore",033-24791292,NO,NO,NO,"PO Alipore, Kolkata-700027",NA,supdt.awch@gmail.com
State,West Bengal,5,Open Jail,2,1,"Open Jail, Lalgola",03483-274250,NO,NO,NO,"PO Lalgola, Dist. Murshidabad-742148",NA,supdt.oach@gmail.com
State,West Bengal,5,Open Jail,2,2,"Open Jail, Durgapur",0343-2500862,NO,NO,NO,"PO Durgapur, Dist. Burdwan-713214",NA,NA
State,West Bengal,6,Special Jail,3,1,"Special Jail, Siliguri",0353-2435850,NO,NO,NO,"PO Siliguri, Dist. Darjeeling-734401",NA,supdt.sig.sch@gmail.com
State,West Bengal,6,Special Jail,3,2,"Special Jail, Purulia",03252-224056,NO,NO,NO,PO&Dist. Purulia-723101,NA,supdt.plasch@gmail.com
State,West Bengal,6,Special Jail,3,3,"Special Jail, Asansol",0341-2252281,NO,NO,NO,"PO Asansol, Dist. Burdwan-713304",NA,supdt.asnsch@gmail.com
Union Territory,Chandigarh,1,Central Jail,1,1,"Model Jail, Chandigarh",0172-2676001,YES,NO,YES,"Model Jail Complex, Sec-51, Chd.",NA,pro.modeljailchd@gmail.com
Union Territory,D & N Haveli,1,Sub Jail,1,1,"Sub Jail, Silvassa",0260-2642089,NO,NO,NO,"Office of the Mamlatdar, Near Collectorate",Silvassa-396230,NA
Union Territory,Daman & Diu,1,Sub Jail,2,1,Sub Jail Daman,0260-2230884,NO,NO,NO,"Moti Daman, Daman UT",NA,subjail-daman-dd@nic.in
Union Territory,Daman & Diu,1,Sub Jail,2,2,Sub Jail Diu,02875-252292,NO,NO,NO,Diu,NA,NA
Union Territory,Delhi,1,Central Jail,7,1,Central Jail No.1,28520056,YES,YES,YES,"Central Jail No.1, Tihar, New Delhi-110064",NA,scj1-tihar@nic.in
Union Territory,Delhi,1,Central Jail,7,2,Central Jail No.2,28522110,YES,YES,YES,"Central Jail No.2, Tihar, New Delhi-110064",NA,scj.tihar2@yahoo.com
Union Territory,Delhi,1,Central Jail,7,3,Central Jail No.3,28522460,YES,YES,YES,"Central Jail No.3, Tihar, New Delhi-110064",NA,tiharstudycentre@yahoo.com
Union Territory,Delhi,1,Central Jail,7,4,Central Jail No.4,28522446,NO,YES,NO,"Central Jail No.4, Tihar, New Delhi-110064",NA,scj4tihar@gmail.com
Union Territory,Delhi,1,Central Jail,7,5,Central Jail No.5,28522079,NO,YES,NO,"Central Jail No.5, Tihar, New Delhi-110064",NA,scj5-tihar@nic.in
Union Territory,Delhi,1,Central Jail,7,6,Central Jail No.7,28522109,YES,YES,YES,"Central Jail No.7, Tihar, New Delhi-110064",NA,centraljail7@gmail.com
Union Territory,Delhi,1,Central Jail,7,7,Central Jail No.8/9,28520719,YES,YES,YES,"Central Jail No.8/9, Tihar, New Delhi-110064",NA,scj8-tihar@nic.in
